web-scraper-order,web-scraper-start-url,chord_root,chord_root-href,chord_name,chord_name-href,variations
"1692050177-33","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#add6


View G#add6

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/add6","<h3 class=""font-dinish text-24"">G#add6 Variation 3</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050177-34","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#add6


View G#add6

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/add6","<h3 class=""font-dinish text-24"">G#add6 Variation 4</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050177-35","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#add6


View G#add6

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/add6","<h3 class=""font-dinish text-24"">G#add6 Variation 5</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050180-36","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7sharp9


View G#7sharp9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7sharp9","<h3 class=""font-dinish text-24"">G#7sharp9 Variation 1</h3><div class=""frets""><div class=""fret"">3</div><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-2 chord-click"">1</div><div class=""chord-fret-2 chord-string-3 chord-click"">3</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-2 chord-string-5 chord-click"">3</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692050180-37","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7sharp9


View G#7sharp9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7sharp9","<h3 class=""font-dinish text-24"">G#7sharp9 Variation 2</h3><div class=""frets""><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-3 chord-string-3 chord-click"">4</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">3</div></div></div>"
"1692050180-38","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7sharp9


View G#7sharp9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7sharp9","<h3 class=""font-dinish text-24"">G#7sharp9 Variation 3</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-1 chord-string-1 chord-click"">1</div><div class=""chord-fret-3 chord-string-2 chord-click"">3</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">2</div><div class=""chord-fret-4 chord-string-5 chord-click"">4</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
"1692050180-39","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7sharp9


View G#7sharp9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7sharp9","<h3 class=""font-dinish text-24"">G#7sharp9 Variation 4</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692050180-40","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7sharp9


View G#7sharp9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7sharp9","<h3 class=""font-dinish text-24"">G#7sharp9 Variation 5</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-3 chord-string-6 chord-click"">4</div></div></div>"
"1692050183-41","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7b9


View G#7b9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7b9","<h3 class=""font-dinish text-24"">G#7b9 Variation 1</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-2 chord-string-6 chord-click"">4</div></div></div>"
"1692050183-42","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7b9


View G#7b9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7b9","<h3 class=""font-dinish text-24"">G#7b9 Variation 2</h3><div class=""frets""><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050183-43","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7b9


View G#7b9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7b9","<h3 class=""font-dinish text-24"">G#7b9 Variation 3</h3><div class=""frets""><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div><div class=""fret"">9</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">3</div><div class=""chord-fret-1 chord-string-6 chord-click"">1</div></div></div>"
"1692050183-44","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7b9


View G#7b9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7b9","<h3 class=""font-dinish text-24"">G#7b9 Variation 4</h3><div class=""frets""><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div><div class=""fret"">14</div><div class=""fret"">15</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-2 chord-click"">2</div><div class=""chord-fret-3 chord-string-3 chord-click"">3</div><div class=""chord-fret-1 chord-string-4 chord-click"">1</div><div class=""chord-fret-3 chord-string-5 chord-click"">4</div></div></div>"
"1692050183-45","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7b9


View G#7b9

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7b9","<h3 class=""font-dinish text-24"">G#7b9 Variation 5</h3><div class=""frets""><div class=""fret"">4</div><div class=""fret"">5</div><div class=""fret"">6</div><div class=""fret"">7</div><div class=""fret"">8</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell""></div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell"">x</div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-1 chord-click"">2</div><div class=""chord-fret-1 chord-string-3 chord-click"">1</div><div class=""chord-fret-2 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div></div></div>"
"1692050186-46","https://www.guitartricks.com/chords","G#
G# chord","https://www.guitartricks.com/chords/Gsharp-chord","G#7sharp5


View G#7sharp5

chord chart","https://www.guitartricks.com/chords/Gsharp-chord/_7sharp5","<h3 class=""font-dinish text-24"">G#7sharp5 Variation 1</h3><div class=""frets""><div class=""fret"">9</div><div class=""fret"">10</div><div class=""fret"">11</div><div class=""fret"">12</div><div class=""fret"">13</div></div><div class=""chords""><div class=""chords-header""><div class=""chord-cell"">x</div><div class=""chord-cell"">x</div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div><div class=""chord-cell""></div></div><div class=""chords-grid""><div class=""chord-fret-2 chord-string-3 chord-click"">2</div><div class=""chord-fret-3 chord-string-4 chord-click"">3</div><div class=""chord-fret-1 chord-string-5 chord-click"">1</div><div class=""chord-fret-4 chord-string-6 chord-click"">4</div></div></div>"
